alpha1,alpha2,MAE,time_s
1.5,5.0,10.0,0.2891612079999959
1.5,5.0,10.0,0.3016300000000456
1.5,5.0,10.0,0.2785459579999951
1.5,5.0,25.0,0.3375192080000033
1.5,5.0,10.0,0.3383151660000294
1.5,5.0,55.0,0.320648791999929
1.5,5.0,45.0,0.3283112919999666
1.5,5.0,10.0,0.2842205829999784
1.5,5.0,10.0,0.313536499999941
1.5,5.0,10.0,0.2920576670001082
1.5,5.0,35.0,0.295983332999981
1.5,5.0,25.0,0.3179451250000511
1.5,5.0,10.0,0.3072023330000775
1.5,5.0,10.0,0.2801304170000094
1.5,5.0,35.0,0.2789477919999399
1.5,5.0,10.0,0.3050159169999915
1.5,5.0,10.0,0.300224500000013
1.5,5.0,10.0,0.287144708000028
1.5,5.0,15.0,0.2851240420000067
1.5,5.0,10.0,0.2898611670000264
1.5,5.0,10.0,0.3134622090000221
1.5,5.0,10.0,0.2998518339999236
1.5,5.0,10.0,0.3874728749999576
1.5,5.0,10.0,0.3077755419999448
1.5,5.0,10.0,0.3296830840000666
1.5,5.0,10.0,0.2962535840000555
1.5,5.0,10.0,0.2968607909999718
1.5,5.0,15.0,0.3064932089999956
1.5,5.0,45.0,0.2929899999999179
1.5,5.0,15.0,0.270912959000043
1.5,5.0,30.0,0.3011332080000102
1.5,5.0,10.0,0.2959124579999752
1.5,5.0,10.0,0.274583041000028
1.5,5.0,10.0,0.2561965419999978
1.5,5.0,10.0,0.3488664169999538
1.5,5.0,25.0,0.2864289169999665
1.5,5.0,10.0,0.3204165829999965
1.5,5.0,15.0,0.2581278330000032
1.5,5.0,10.0,0.2747329999999692
1.5,5.0,25.0,0.2502361659999224
1.5,5.0,10.0,0.2696152499999016
1.5,5.0,10.0,0.2904142920000367
1.5,5.0,20.0,0.3099201669999729
1.5,5.0,25.0,0.2742654999999558
1.5,5.0,30.0,0.3315967080000064
1.5,5.0,55.0,0.2828107919999638
1.5,5.0,10.0,0.2771580840000069
1.5,5.0,10.0,0.2793840419999469
1.5,5.0,40.0,0.3053173330000618
1.5,5.0,15.0,0.2992638749999514
1.5,5.0,10.0,0.3080889579999848
1.5,5.0,10.0,0.3268858330000057
1.5,5.0,10.0,0.4219692909999821
1.5,5.0,55.0,0.3333189579999498
1.5,5.0,40.0,0.3207773750000342
1.5,5.0,30.0,0.3929996250000158
1.5,5.0,10.0,0.3076815409999653
1.5,5.0,10.0,0.3936853750000182
1.5,5.0,10.0,0.4379790000000412
1.5,5.0,10.0,0.3279853750000256
1.5,5.0,30.0,0.3919433749999825
1.5,5.0,30.0,0.4299459999999726
1.5,5.0,10.0,0.2714358750000656
1.5,5.0,30.0,0.3568411250000736
1.5,5.0,15.0,0.2700792920001049
1.5,5.0,50.0,0.3203361250000398
1.5,5.0,10.0,0.2717782080000006
1.5,5.0,10.0,0.2894431670000585
1.5,5.0,10.0,0.273040999999921
1.5,5.0,55.0,0.2959184580000737
1.5,5.0,10.0,0.2595414160000473
1.5,5.0,10.0,0.2582221249999747
1.5,5.0,10.0,0.2770283749999862
1.5,5.0,40.0,0.3158760000000029
1.5,5.0,10.0,0.3201508750000812
1.5,5.0,10.0,0.2834837499999594
1.5,5.0,25.0,0.3067907079999941
1.5,5.0,10.0,0.2715921669999943
1.5,5.0,35.0,0.2686265419999927
1.5,5.0,10.0,0.2674099580000302
1.5,5.0,20.0,0.2684412080000129
1.5,5.0,15.0,0.2732130000000552
1.5,5.0,10.0,0.2743852080000124
1.5,5.0,10.0,0.3050056250000352
1.5,5.0,10.0,0.3171751250000625
1.5,5.0,10.0,0.2928477499999644
1.5,5.0,10.0,0.3350205409999489
1.5,5.0,10.0,0.325129084000082
1.5,5.0,10.0,0.2752239169999484
1.5,5.0,10.0,0.3557972500000232
1.5,5.0,20.0,0.325449916000025
1.5,5.0,40.0,0.3149107909999884
1.5,5.0,15.0,0.2801675419999583
1.5,5.0,10.0,0.2805633330000319
1.5,5.0,30.0,0.2692583330000389
1.5,5.0,10.0,0.2672963340000933
1.5,5.0,15.0,0.2747475840000106
1.5,5.0,40.0,0.2811602909999919
1.5,5.0,10.0,0.262260083000001
1.5,5.0,10.0,0.2729432500000257
1.5,5.0,15.0,0.2696476659999689
1.5,5.0,10.0,0.2618760420000399
1.5,5.0,10.0,0.2566940409999461
1.5,5.0,10.0,0.2796863749999829
1.5,5.0,10.0,0.2747085409999954
1.5,5.0,35.0,0.2856267079999952
1.5,5.0,10.0,0.2739020420000315
1.5,5.0,10.0,0.2718254169999454
1.5,5.0,35.0,0.3158767499999158
1.5,5.0,10.0,0.3201162080000586
1.5,5.0,10.0,0.3245705000000498
1.5,5.0,10.0,0.2923760829999082
1.5,5.0,10.0,0.2920708750000358
1.5,5.0,30.0,0.2813466669999798
1.5,5.0,10.0,0.2805696249999982
1.5,5.0,25.0,0.2664739589999954
1.5,5.0,10.0,0.2755950419999635
1.5,5.0,10.0,0.3003814579999471
1.5,5.0,45.0,0.287282207999965
1.5,5.0,10.0,0.2768619580000404
1.5,5.0,15.0,0.2816924589999416
1.5,5.0,80.0,0.259069457999999
1.5,5.0,10.0,0.2962646669999458
1.5,5.0,10.0,0.2616075419999788
1.5,5.0,10.0,0.2902567500000259
1.5,5.0,20.0,0.2918531249999887
1.5,5.0,10.0,0.3123619589999862
1.5,5.0,65.0,0.2669196249999004
1.5,5.0,10.0,0.2709204999999883
1.5,5.0,45.0,0.2770777089999683
1.5,5.0,15.0,0.27485487499996
1.5,5.0,10.0,0.2911632080000572
1.5,5.0,35.0,0.2904699160000064
1.5,5.0,25.0,0.2841346250000924
1.5,5.0,10.0,0.2849525409999387
1.5,5.0,10.0,0.2968602920000194
1.5,5.0,15.0,0.2930594169999949
1.5,5.0,90.0,0.2852833750000627
1.5,5.0,35.0,0.2507155419999662
1.5,5.0,35.0,0.2867824999999584
1.5,5.0,40.0,0.2807939159999932
1.5,5.0,15.0,0.2983515829999987
1.5,5.0,20.0,0.3047572090000585
1.5,5.0,10.0,0.3266403330000003
1.5,5.0,10.0,0.2657442500000115
1.5,5.0,20.0,0.2873047079999651
1.5,5.0,10.0,0.2513979999999947
1.5,5.0,35.0,0.2919888330000049
1.5,5.0,20.0,0.3254054590000805
1.5,5.0,10.0,0.3542337080000379
1.5,5.0,10.0,0.3154558749999978
1.5,5.0,15.0,0.3255893750000496
1.5,5.0,45.0,0.314319791999992
1.5,5.0,10.0,0.3106992080000736
1.5,5.0,10.0,0.3018297500000244
1.5,5.0,15.0,0.2662310000000616
1.5,5.0,15.0,0.2839636249999557
