family,dim,k,method,trial,k_hat,f1
studentt_nu2,2,0,edivisive,18,0,1.0
studentt_nu2,2,0,ecf_cos,19,0,1.0
studentt_nu2,2,0,midast_ks,19,3,0.0
studentt_nu2,2,0,midast_cvm,19,1,0.0
studentt_nu2,2,0,edivisive,19,0,1.0
studentt_nu2,2,0,ecf_cos,20,0,1.0
studentt_nu2,2,0,midast_ks,20,1,0.0
studentt_nu2,2,0,midast_cvm,20,0,1.0
studentt_nu2,2,0,edivisive,20,0,1.0
studentt_nu2,2,0,ecf_cos,21,0,1.0
studentt_nu2,2,0,midast_ks,21,0,1.0
studentt_nu2,2,0,midast_cvm,21,0,1.0
studentt_nu2,2,0,edivisive,21,0,1.0
studentt_nu2,2,0,ecf_cos,22,0,1.0
studentt_nu2,2,0,midast_ks,22,4,0.0
studentt_nu2,2,0,midast_cvm,22,3,0.0
studentt_nu2,2,0,edivisive,22,0,1.0
studentt_nu2,2,0,ecf_cos,23,0,1.0
studentt_nu2,2,0,midast_ks,23,3,0.0
studentt_nu2,2,0,midast_cvm,23,3,0.0
studentt_nu2,2,0,edivisive,23,0,1.0
studentt_nu2,2,0,ecf_cos,24,0,1.0
studentt_nu2,2,0,midast_ks,24,1,0.0
studentt_nu2,2,0,midast_cvm,24,1,0.0
studentt_nu2,2,0,edivisive,24,0,1.0
studentt_nu2,2,0,ecf_cos,25,0,1.0
studentt_nu2,2,0,midast_ks,25,1,0.0
studentt_nu2,2,0,midast_cvm,25,3,0.0
studentt_nu2,2,0,edivisive,25,0,1.0
studentt_nu2,2,0,ecf_cos,26,0,1.0
studentt_nu2,2,0,midast_ks,26,4,0.0
studentt_nu2,2,0,midast_cvm,26,4,0.0
studentt_nu2,2,0,edivisive,26,0,1.0
studentt_nu2,2,0,ecf_cos,27,0,1.0
studentt_nu2,2,0,midast_ks,27,0,1.0
studentt_nu2,2,0,midast_cvm,27,1,0.0
studentt_nu2,2,0,edivisive,27,0,1.0
studentt_nu2,2,0,ecf_cos,28,0,1.0
studentt_nu2,2,0,midast_ks,28,0,1.0
studentt_nu2,2,0,midast_cvm,28,0,1.0
studentt_nu2,2,0,edivisive,28,0,1.0
studentt_nu2,2,0,ecf_cos,29,0,1.0
studentt_nu2,2,0,midast_ks,29,4,0.0
studentt_nu2,2,0,midast_cvm,29,1,0.0
studentt_nu2,2,0,edivisive,29,0,1.0
studentt_nu2,2,0,ecf_cos,30,0,1.0
studentt_nu2,2,0,midast_ks,30,1,0.0
studentt_nu2,2,0,midast_cvm,30,0,1.0
studentt_nu2,2,0,edivisive,30,0,1.0
studentt_nu2,2,0,ecf_cos,31,0,1.0
studentt_nu2,2,0,midast_ks,31,0,1.0
studentt_nu2,2,0,midast_cvm,31,0,1.0
studentt_nu2,2,0,edivisive,31,0,1.0
studentt_nu2,2,0,ecf_cos,32,0,1.0
studentt_nu2,2,0,midast_ks,32,0,1.0
studentt_nu2,2,0,midast_cvm,32,1,0.0
studentt_nu2,2,0,edivisive,32,0,1.0
studentt_nu2,2,0,ecf_cos,33,0,1.0
studentt_nu2,2,0,midast_ks,33,0,1.0
studentt_nu2,2,0,midast_cvm,33,1,0.0
studentt_nu2,2,0,edivisive,33,0,1.0
studentt_nu2,2,0,ecf_cos,34,0,1.0
studentt_nu2,2,0,midast_ks,34,4,0.0
studentt_nu2,2,0,midast_cvm,34,4,0.0
studentt_nu2,2,0,edivisive,34,0,1.0
studentt_nu2,2,0,ecf_cos,35,0,1.0
studentt_nu2,2,0,midast_ks,35,1,0.0
studentt_nu2,2,0,midast_cvm,35,0,1.0
studentt_nu2,2,0,edivisive,35,0,1.0
studentt_nu2,2,0,ecf_cos,36,0,1.0
studentt_nu2,2,0,midast_ks,36,2,0.0
studentt_nu2,2,0,midast_cvm,36,1,0.0
studentt_nu2,2,0,edivisive,36,0,1.0
studentt_nu2,2,0,ecf_cos,37,0,1.0
studentt_nu2,2,0,midast_ks,37,1,0.0
studentt_nu2,2,0,midast_cvm,37,0,1.0
studentt_nu2,2,0,edivisive,37,0,1.0
studentt_nu2,2,0,ecf_cos,38,0,1.0
studentt_nu2,2,0,midast_ks,38,0,1.0
studentt_nu2,2,0,midast_cvm,38,0,1.0
studentt_nu2,2,0,edivisive,38,0,1.0
studentt_nu2,2,0,ecf_cos,39,0,1.0
studentt_nu2,2,0,midast_ks,39,2,0.0
studentt_nu2,2,0,midast_cvm,39,1,0.0
studentt_nu2,2,0,edivisive,39,0,1.0
studentt_nu2,2,0,ecf_cos,40,0,1.0
studentt_nu2,2,0,midast_ks,40,3,0.0
studentt_nu2,2,0,midast_cvm,40,2,0.0
studentt_nu2,2,0,edivisive,40,0,1.0
studentt_nu2,2,0,ecf_cos,41,1,0.0
studentt_nu2,2,0,midast_ks,41,1,0.0
studentt_nu2,2,0,midast_cvm,41,0,1.0
studentt_nu2,2,0,edivisive,41,0,1.0
studentt_nu2,2,0,ecf_cos,42,0,1.0
studentt_nu2,2,0,midast_ks,42,1,0.0
studentt_nu2,2,0,midast_cvm,42,2,0.0
studentt_nu2,2,0,edivisive,42,0,1.0
studentt_nu2,2,0,ecf_cos,43,0,1.0
studentt_nu2,2,0,midast_ks,43,0,1.0
studentt_nu2,2,0,midast_cvm,43,1,0.0
studentt_nu2,2,0,edivisive,43,0,1.0
studentt_nu2,2,0,ecf_cos,44,0,1.0
studentt_nu2,2,0,midast_ks,44,0,1.0
studentt_nu2,2,0,midast_cvm,44,1,0.0
studentt_nu2,2,0,edivisive,44,0,1.0
studentt_nu2,2,0,ecf_cos,45,0,1.0
studentt_nu2,2,0,midast_ks,45,2,0.0
studentt_nu2,2,0,midast_cvm,45,1,0.0
studentt_nu2,2,0,edivisive,45,0,1.0
studentt_nu2,2,0,ecf_cos,46,0,1.0
studentt_nu2,2,0,midast_ks,46,0,1.0
studentt_nu2,2,0,midast_cvm,46,0,1.0
studentt_nu2,2,0,edivisive,46,0,1.0
studentt_nu2,2,0,ecf_cos,47,0,1.0
studentt_nu2,2,0,midast_ks,47,2,0.0
studentt_nu2,2,0,midast_cvm,47,2,0.0
studentt_nu2,2,0,edivisive,47,0,1.0
studentt_nu2,2,0,ecf_cos,48,0,1.0
studentt_nu2,2,0,midast_ks,48,1,0.0
studentt_nu2,2,0,midast_cvm,48,0,1.0
studentt_nu2,2,0,edivisive,48,0,1.0
studentt_nu2,2,0,ecf_cos,49,0,1.0
studentt_nu2,2,0,midast_ks,49,1,0.0
studentt_nu2,2,0,midast_cvm,49,1,0.0
studentt_nu2,2,0,edivisive,49,0,1.0
studentt_nu2,2,0,ecf_cos,50,0,1.0
studentt_nu2,2,0,midast_ks,50,2,0.0
studentt_nu2,2,0,midast_cvm,50,2,0.0
studentt_nu2,2,0,edivisive,50,0,1.0
studentt_nu2,2,0,ecf_cos,51,0,1.0
studentt_nu2,2,0,midast_ks,51,0,1.0
studentt_nu2,2,0,midast_cvm,51,0,1.0
studentt_nu2,2,0,edivisive,51,0,1.0
studentt_nu2,2,0,ecf_cos,52,0,1.0
studentt_nu2,2,0,midast_ks,52,1,0.0
studentt_nu2,2,0,midast_cvm,52,1,0.0
studentt_nu2,2,0,edivisive,52,0,1.0
studentt_nu2,2,0,ecf_cos,53,0,1.0
studentt_nu2,2,0,midast_ks,53,1,0.0
studentt_nu2,2,0,midast_cvm,53,1,0.0
studentt_nu2,2,0,edivisive,53,0,1.0
studentt_nu2,2,0,ecf_cos,54,0,1.0
studentt_nu2,2,0,midast_ks,54,1,0.0
studentt_nu2,2,0,midast_cvm,54,1,0.0
studentt_nu2,2,0,edivisive,54,0,1.0
studentt_nu2,2,0,ecf_cos,55,0,1.0
studentt_nu2,2,0,midast_ks,55,2,0.0
studentt_nu2,2,0,midast_cvm,55,0,1.0
studentt_nu2,2,0,edivisive,55,0,1.0
studentt_nu2,2,0,ecf_cos,56,3,0.0
studentt_nu2,2,0,midast_ks,56,3,0.0
studentt_nu2,2,0,midast_cvm,56,3,0.0
studentt_nu2,2,0,edivisive,56,0,1.0
studentt_nu2,2,0,ecf_cos,57,0,1.0
studentt_nu2,2,0,midast_ks,57,2,0.0
studentt_nu2,2,0,midast_cvm,57,2,0.0
studentt_nu2,2,0,edivisive,57,0,1.0
studentt_nu2,2,0,ecf_cos,58,0,1.0
studentt_nu2,2,0,midast_ks,58,1,0.0
studentt_nu2,2,0,midast_cvm,58,0,1.0
studentt_nu2,2,0,edivisive,58,0,1.0
studentt_nu2,2,0,ecf_cos,59,0,1.0
studentt_nu2,2,0,midast_ks,59,0,1.0
studentt_nu2,2,0,midast_cvm,59,2,0.0
studentt_nu2,2,0,edivisive,59,0,1.0
studentt_nu2,2,0,ecf_cos,60,0,1.0
studentt_nu2,2,0,midast_ks,60,4,0.0
studentt_nu2,2,0,midast_cvm,60,2,0.0
studentt_nu2,2,0,edivisive,60,0,1.0
studentt_nu2,2,0,ecf_cos,61,0,1.0
studentt_nu2,2,0,midast_ks,61,1,0.0
studentt_nu2,2,0,midast_cvm,61,0,1.0
studentt_nu2,2,0,edivisive,61,0,1.0
studentt_nu2,2,0,ecf_cos,62,0,1.0
studentt_nu2,2,0,midast_ks,62,2,0.0
studentt_nu2,2,0,midast_cvm,62,1,0.0
studentt_nu2,2,0,edivisive,62,0,1.0
studentt_nu2,2,0,ecf_cos,63,0,1.0
studentt_nu2,2,0,midast_ks,63,1,0.0
studentt_nu2,2,0,midast_cvm,63,0,1.0
studentt_nu2,2,0,edivisive,63,0,1.0
studentt_nu2,2,0,ecf_cos,64,0,1.0
studentt_nu2,2,0,midast_ks,64,0,1.0
studentt_nu2,2,0,midast_cvm,64,0,1.0
studentt_nu2,2,0,edivisive,64,0,1.0
studentt_nu2,2,0,ecf_cos,65,2,0.0
studentt_nu2,2,0,midast_ks,65,2,0.0
studentt_nu2,2,0,midast_cvm,65,2,0.0
studentt_nu2,2,0,edivisive,65,0,1.0
studentt_nu2,2,0,ecf_cos,66,0,1.0
studentt_nu2,2,0,midast_ks,66,1,0.0
studentt_nu2,2,0,midast_cvm,66,3,0.0
studentt_nu2,2,0,edivisive,66,0,1.0
studentt_nu2,2,0,ecf_cos,67,0,1.0
studentt_nu2,2,0,midast_ks,67,1,0.0
studentt_nu2,2,0,midast_cvm,67,0,1.0
studentt_nu2,2,0,edivisive,67,0,1.0
studentt_nu2,2,0,ecf_cos,68,0,1.0
studentt_nu2,2,0,midast_ks,68,1,0.0
studentt_nu2,2,0,midast_cvm,68,0,1.0
studentt_nu2,2,0,edivisive,68,0,1.0
studentt_nu2,2,0,ecf_cos,69,0,1.0
studentt_nu2,2,0,midast_ks,69,0,1.0
studentt_nu2,2,0,midast_cvm,69,0,1.0
studentt_nu2,2,0,edivisive,69,0,1.0
studentt_nu2,2,0,ecf_cos,70,0,1.0
studentt_nu2,2,0,midast_ks,70,0,1.0
studentt_nu2,2,0,midast_cvm,70,0,1.0
studentt_nu2,2,0,edivisive,70,0,1.0
studentt_nu2,2,0,ecf_cos,71,0,1.0
studentt_nu2,2,0,midast_ks,71,3,0.0
studentt_nu2,2,0,midast_cvm,71,3,0.0
studentt_nu2,2,0,edivisive,71,0,1.0
studentt_nu2,2,0,ecf_cos,72,0,1.0
studentt_nu2,2,0,midast_ks,72,1,0.0
studentt_nu2,2,0,midast_cvm,72,3,0.0
studentt_nu2,2,0,edivisive,72,0,1.0
studentt_nu2,2,0,ecf_cos,73,0,1.0
studentt_nu2,2,0,midast_ks,73,2,0.0
studentt_nu2,2,0,midast_cvm,73,2,0.0
studentt_nu2,2,0,edivisive,73,0,1.0
studentt_nu2,2,0,ecf_cos,74,0,1.0
studentt_nu2,2,0,midast_ks,74,2,0.0
studentt_nu2,2,0,midast_cvm,74,0,1.0
studentt_nu2,2,0,edivisive,74,0,1.0
studentt_nu2,2,0,ecf_cos,75,0,1.0
studentt_nu2,2,0,midast_ks,75,0,1.0
studentt_nu2,2,0,midast_cvm,75,2,0.0
studentt_nu2,2,0,edivisive,75,0,1.0
studentt_nu2,2,0,ecf_cos,76,0,1.0
studentt_nu2,2,0,midast_ks,76,4,0.0
studentt_nu2,2,0,midast_cvm,76,4,0.0
studentt_nu2,2,0,edivisive,76,0,1.0
studentt_nu2,2,0,ecf_cos,77,0,1.0
studentt_nu2,2,0,midast_ks,77,2,0.0
studentt_nu2,2,0,midast_cvm,77,4,0.0
studentt_nu2,2,0,edivisive,77,0,1.0
studentt_nu2,2,0,ecf_cos,78,0,1.0
studentt_nu2,2,0,midast_ks,78,4,0.0
studentt_nu2,2,0,midast_cvm,78,0,1.0
studentt_nu2,2,0,edivisive,78,0,1.0
studentt_nu2,2,0,ecf_cos,79,0,1.0
studentt_nu2,2,0,midast_ks,79,0,1.0
studentt_nu2,2,0,midast_cvm,79,0,1.0
studentt_nu2,2,0,edivisive,79,0,1.0
studentt_nu2,2,0,ecf_cos,80,0,1.0
studentt_nu2,2,0,midast_ks,80,1,0.0
studentt_nu2,2,0,midast_cvm,80,0,1.0
studentt_nu2,2,0,edivisive,80,0,1.0
studentt_nu2,2,0,ecf_cos,81,0,1.0
studentt_nu2,2,0,midast_ks,81,1,0.0
studentt_nu2,2,0,midast_cvm,81,0,1.0
studentt_nu2,2,0,edivisive,81,0,1.0
studentt_nu2,2,0,ecf_cos,82,0,1.0
studentt_nu2,2,0,midast_ks,82,1,0.0
studentt_nu2,2,0,midast_cvm,82,1,0.0
studentt_nu2,2,0,edivisive,82,2,0.0
studentt_nu2,2,0,ecf_cos,83,0,1.0
studentt_nu2,2,0,midast_ks,83,0,1.0
studentt_nu2,2,0,midast_cvm,83,0,1.0
studentt_nu2,2,0,edivisive,83,0,1.0
studentt_nu2,2,0,ecf_cos,84,0,1.0
studentt_nu2,2,0,midast_ks,84,1,0.0
studentt_nu2,2,0,midast_cvm,84,2,0.0
studentt_nu2,2,0,edivisive,84,0,1.0
studentt_nu2,2,0,ecf_cos,85,0,1.0
studentt_nu2,2,0,midast_ks,85,0,1.0
studentt_nu2,2,0,midast_cvm,85,0,1.0
studentt_nu2,2,0,edivisive,85,0,1.0
studentt_nu2,2,0,ecf_cos,86,0,1.0
studentt_nu2,2,0,midast_ks,86,5,0.0
studentt_nu2,2,0,midast_cvm,86,0,1.0
studentt_nu2,2,0,edivisive,86,0,1.0
studentt_nu2,2,0,ecf_cos,87,0,1.0
studentt_nu2,2,0,midast_ks,87,1,0.0
studentt_nu2,2,0,midast_cvm,87,1,0.0
studentt_nu2,2,0,edivisive,87,2,0.0
studentt_nu2,2,0,ecf_cos,88,0,1.0
studentt_nu2,2,0,midast_ks,88,3,0.0
studentt_nu2,2,0,midast_cvm,88,3,0.0
studentt_nu2,2,0,edivisive,88,0,1.0
studentt_nu2,2,0,ecf_cos,89,0,1.0
studentt_nu2,2,0,midast_ks,89,1,0.0
studentt_nu2,2,0,midast_cvm,89,0,1.0
studentt_nu2,2,0,edivisive,89,0,1.0
studentt_nu2,2,0,ecf_cos,90,0,1.0
studentt_nu2,2,0,midast_ks,90,4,0.0
studentt_nu2,2,0,midast_cvm,90,5,0.0
studentt_nu2,2,0,edivisive,90,0,1.0
studentt_nu2,2,0,ecf_cos,91,0,1.0
studentt_nu2,2,0,midast_ks,91,1,0.0
studentt_nu2,2,0,midast_cvm,91,0,1.0
studentt_nu2,2,0,edivisive,91,0,1.0
studentt_nu2,2,0,ecf_cos,92,0,1.0
studentt_nu2,2,0,midast_ks,92,2,0.0
studentt_nu2,2,0,midast_cvm,92,2,0.0
studentt_nu2,2,0,edivisive,92,0,1.0
studentt_nu2,2,0,ecf_cos,93,0,1.0
studentt_nu2,2,0,midast_ks,93,1,0.0
studentt_nu2,2,0,midast_cvm,93,0,1.0
studentt_nu2,2,0,edivisive,93,0,1.0
studentt_nu2,2,0,ecf_cos,94,0,1.0
studentt_nu2,2,0,midast_ks,94,2,0.0
studentt_nu2,2,0,midast_cvm,94,0,1.0
studentt_nu2,2,0,edivisive,94,0,1.0
studentt_nu2,2,0,ecf_cos,95,0,1.0
studentt_nu2,2,0,midast_ks,95,1,0.0
studentt_nu2,2,0,midast_cvm,95,2,0.0
studentt_nu2,2,0,edivisive,95,0,1.0
studentt_nu2,2,0,ecf_cos,96,0,1.0
studentt_nu2,2,0,midast_ks,96,1,0.0
studentt_nu2,2,0,midast_cvm,96,1,0.0
studentt_nu2,2,0,edivisive,96,0,1.0
studentt_nu2,2,0,ecf_cos,97,0,1.0
studentt_nu2,2,0,midast_ks,97,4,0.0
studentt_nu2,2,0,midast_cvm,97,2,0.0
studentt_nu2,2,0,edivisive,97,0,1.0
studentt_nu2,2,0,ecf_cos,98,0,1.0
studentt_nu2,2,0,midast_ks,98,0,1.0
studentt_nu2,2,0,midast_cvm,98,0,1.0
studentt_nu2,2,0,edivisive,98,0,1.0
studentt_nu2,2,0,ecf_cos,99,0,1.0
studentt_nu2,2,0,midast_ks,99,3,0.0
studentt_nu2,2,0,midast_cvm,99,1,0.0
studentt_nu2,2,0,edivisive,99,0,1.0
subgaussian,10,3,ecf_cos,0,0,0.0
subgaussian,10,3,midast_ks,0,0,0.0
subgaussian,10,3,midast_cvm,0,1,0.0
subgaussian,10,3,edivisive,0,0,0.0
subgaussian,10,3,ecf_cos,1,0,0.0
subgaussian,10,3,midast_ks,1,0,0.0
subgaussian,10,3,midast_cvm,1,2,0.4
subgaussian,10,3,edivisive,1,0,0.0
subgaussian,10,3,ecf_cos,2,0,0.0
subgaussian,10,3,midast_ks,2,0,0.0
subgaussian,10,3,midast_cvm,2,1,0.0
subgaussian,10,3,edivisive,2,0,0.0
subgaussian,10,3,ecf_cos,3,0,0.0
subgaussian,10,3,midast_ks,3,0,0.0
subgaussian,10,3,midast_cvm,3,1,0.5
subgaussian,10,3,edivisive,3,0,0.0
subgaussian,10,3,ecf_cos,4,1,0.5
subgaussian,10,3,midast_ks,4,0,0.0
subgaussian,10,3,midast_cvm,4,3,0.6666666666666666
subgaussian,10,3,edivisive,4,0,0.0
subgaussian,10,3,ecf_cos,5,1,0.5
subgaussian,10,3,midast_ks,5,0,0.0
subgaussian,10,3,midast_cvm,5,3,0.3333333333333333
subgaussian,10,3,edivisive,5,0,0.0
subgaussian,10,3,ecf_cos,6,0,0.0
subgaussian,10,3,midast_ks,6,0,0.0
subgaussian,10,3,midast_cvm,6,2,0.4
subgaussian,10,3,edivisive,6,0,0.0
subgaussian,10,3,ecf_cos,7,0,0.0
subgaussian,10,3,midast_ks,7,0,0.0
subgaussian,10,3,midast_cvm,7,3,0.3333333333333333
subgaussian,10,3,edivisive,7,0,0.0
subgaussian,10,3,ecf_cos,8,0,0.0
subgaussian,10,3,midast_ks,8,0,0.0
subgaussian,10,3,midast_cvm,8,2,0.4
subgaussian,10,3,edivisive,8,0,0.0
subgaussian,10,3,ecf_cos,9,0,0.0
subgaussian,10,3,midast_ks,9,0,0.0
subgaussian,10,3,midast_cvm,9,0,0.0
subgaussian,10,3,edivisive,9,0,0.0
subgaussian,10,3,ecf_cos,10,0,0.0
subgaussian,10,3,midast_ks,10,0,0.0
subgaussian,10,3,midast_cvm,10,1,0.0
subgaussian,10,3,edivisive,10,0,0.0
subgaussian,10,3,ecf_cos,11,1,0.0
subgaussian,10,3,midast_ks,11,0,0.0
subgaussian,10,3,midast_cvm,11,5,0.5
subgaussian,10,3,edivisive,11,0,0.0
subgaussian,10,3,ecf_cos,12,0,0.0
subgaussian,10,3,midast_ks,12,0,0.0
subgaussian,10,3,midast_cvm,12,1,0.0
subgaussian,10,3,edivisive,12,0,0.0
subgaussian,10,3,ecf_cos,13,1,0.5
subgaussian,10,3,midast_ks,13,0,0.0
subgaussian,10,3,midast_cvm,13,4,0.28571428571428575
subgaussian,10,3,edivisive,13,0,0.0
subgaussian,10,3,ecf_cos,14,0,0.0
subgaussian,10,3,midast_ks,14,0,0.0
subgaussian,10,3,midast_cvm,14,2,0.8
subgaussian,10,3,edivisive,14,0,0.0
subgaussian,10,3,ecf_cos,15,0,0.0
subgaussian,10,3,midast_ks,15,0,0.0
subgaussian,10,3,midast_cvm,15,2,0.8
subgaussian,10,3,edivisive,15,0,0.0
subgaussian,10,3,ecf_cos,16,0,0.0
subgaussian,10,3,midast_ks,16,0,0.0
subgaussian,10,3,midast_cvm,16,1,0.5
subgaussian,10,3,edivisive,16,0,0.0
subgaussian,10,3,ecf_cos,17,0,0.0
subgaussian,10,3,midast_ks,17,0,0.0
subgaussian,10,3,midast_cvm,17,0,0.0
subgaussian,10,3,edivisive,17,0,0.0
subgaussian,10,3,ecf_cos,18,0,0.0
subgaussian,10,3,midast_ks,18,0,0.0
subgaussian,10,3,midast_cvm,18,2,0.4
subgaussian,10,3,edivisive,18,2,0.0
subgaussian,10,3,ecf_cos,19,0,0.0
subgaussian,10,3,midast_ks,19,0,0.0
subgaussian,10,3,midast_cvm,19,1,0.0
subgaussian,10,3,edivisive,19,0,0.0
subgaussian,10,3,ecf_cos,20,0,0.0
subgaussian,10,3,midast_ks,20,0,0.0
subgaussian,10,3,midast_cvm,20,1,0.5
subgaussian,10,3,edivisive,20,0,0.0
subgaussian,10,3,ecf_cos,21,1,0.5
subgaussian,10,3,midast_ks,21,0,0.0
subgaussian,10,3,midast_cvm,21,2,0.8
subgaussian,10,3,edivisive,21,0,0.0
subgaussian,10,3,ecf_cos,22,0,0.0
subgaussian,10,3,midast_ks,22,0,0.0
subgaussian,10,3,midast_cvm,22,2,0.0
subgaussian,10,3,edivisive,22,0,0.0
subgaussian,10,3,ecf_cos,23,0,0.0
subgaussian,10,3,midast_ks,23,0,0.0
subgaussian,10,3,midast_cvm,23,2,0.0
subgaussian,10,3,edivisive,23,0,0.0
subgaussian,10,3,ecf_cos,24,0,0.0
subgaussian,10,3,midast_ks,24,0,0.0
subgaussian,10,3,midast_cvm,24,3,0.6666666666666666
subgaussian,10,3,edivisive,24,0,0.0
subgaussian,10,3,ecf_cos,25,1,0.5
subgaussian,10,3,midast_ks,25,0,0.0
subgaussian,10,3,midast_cvm,25,3,0.6666666666666666
subgaussian,10,3,edivisive,25,1,0.0
subgaussian,10,3,ecf_cos,26,0,0.0
subgaussian,10,3,midast_ks,26,0,0.0
subgaussian,10,3,midast_cvm,26,2,0.4
subgaussian,10,3,edivisive,26,0,0.0
subgaussian,10,3,ecf_cos,27,0,0.0
subgaussian,10,3,midast_ks,27,0,0.0
subgaussian,10,3,midast_cvm,27,4,0.0
subgaussian,10,3,edivisive,27,1,0.0
subgaussian,10,3,ecf_cos,28,0,0.0
subgaussian,10,3,midast_ks,28,0,0.0
subgaussian,10,3,midast_cvm,28,3,0.3333333333333333
subgaussian,10,3,edivisive,28,0,0.0
subgaussian,10,3,ecf_cos,29,0,0.0
subgaussian,10,3,midast_ks,29,0,0.0
subgaussian,10,3,midast_cvm,29,3,0.6666666666666666
subgaussian,10,3,edivisive,29,0,0.0
subgaussian,10,3,ecf_cos,30,2,0.4
subgaussian,10,3,midast_ks,30,0,0.0
subgaussian,10,3,midast_cvm,30,5,0.5
subgaussian,10,3,edivisive,30,0,0.0
subgaussian,10,3,ecf_cos,31,0,0.0
subgaussian,10,3,midast_ks,31,0,0.0
subgaussian,10,3,midast_cvm,31,0,0.0
subgaussian,10,3,edivisive,31,0,0.0
subgaussian,10,3,ecf_cos,32,0,0.0
subgaussian,10,3,midast_ks,32,0,0.0
subgaussian,10,3,midast_cvm,32,1,0.5
subgaussian,10,3,edivisive,32,0,0.0
subgaussian,10,3,ecf_cos,33,0,0.0
subgaussian,10,3,midast_ks,33,0,0.0
subgaussian,10,3,midast_cvm,33,2,0.4
subgaussian,10,3,edivisive,33,0,0.0
subgaussian,10,3,ecf_cos,34,0,0.0
subgaussian,10,3,midast_ks,34,0,0.0
subgaussian,10,3,midast_cvm,34,1,0.5
subgaussian,10,3,edivisive,34,0,0.0
subgaussian,10,3,ecf_cos,35,1,0.0
subgaussian,10,3,midast_ks,35,0,0.0
subgaussian,10,3,midast_cvm,35,5,0.25
subgaussian,10,3,edivisive,35,0,0.0
subgaussian,10,3,ecf_cos,36,1,0.0
subgaussian,10,3,midast_ks,36,0,0.0
subgaussian,10,3,midast_cvm,36,2,0.4
subgaussian,10,3,edivisive,36,0,0.0
subgaussian,10,3,ecf_cos,37,1,0.5
subgaussian,10,3,midast_ks,37,0,0.0
subgaussian,10,3,midast_cvm,37,2,0.4
subgaussian,10,3,edivisive,37,0,0.0
subgaussian,10,3,ecf_cos,38,0,0.0
subgaussian,10,3,midast_ks,38,0,0.0
subgaussian,10,3,midast_cvm,38,2,0.4
subgaussian,10,3,edivisive,38,0,0.0
subgaussian,10,3,ecf_cos,39,0,0.0
subgaussian,10,3,midast_ks,39,0,0.0
subgaussian,10,3,midast_cvm,39,3,1.0
subgaussian,10,3,edivisive,39,0,0.0
subgaussian,10,3,ecf_cos,40,2,0.0
subgaussian,10,3,midast_ks,40,0,0.0
subgaussian,10,3,midast_cvm,40,5,0.25
subgaussian,10,3,edivisive,40,0,0.0
subgaussian,10,3,ecf_cos,41,0,0.0
subgaussian,10,3,midast_ks,41,0,0.0
subgaussian,10,3,midast_cvm,41,3,0.6666666666666666
subgaussian,10,3,edivisive,41,2,0.4
subgaussian,10,3,ecf_cos,42,0,0.0
subgaussian,10,3,midast_ks,42,0,0.0
subgaussian,10,3,midast_cvm,42,4,0.5714285714285715
subgaussian,10,3,edivisive,42,0,0.0
subgaussian,10,3,ecf_cos,43,0,0.0
subgaussian,10,3,midast_ks,43,0,0.0
subgaussian,10,3,midast_cvm,43,2,0.8
subgaussian,10,3,edivisive,43,0,0.0
subgaussian,10,3,ecf_cos,44,1,0.5
subgaussian,10,3,midast_ks,44,0,0.0
subgaussian,10,3,midast_cvm,44,1,0.5
subgaussian,10,3,edivisive,44,0,0.0
subgaussian,10,3,ecf_cos,45,0,0.0
subgaussian,10,3,midast_ks,45,0,0.0
subgaussian,10,3,midast_cvm,45,4,0.8571428571428571
subgaussian,10,3,edivisive,45,0,0.0
subgaussian,10,3,ecf_cos,46,0,0.0
subgaussian,10,3,midast_ks,46,0,0.0
subgaussian,10,3,midast_cvm,46,4,0.28571428571428575
subgaussian,10,3,edivisive,46,0,0.0
subgaussian,10,3,ecf_cos,47,0,0.0
subgaussian,10,3,midast_ks,47,0,0.0
subgaussian,10,3,midast_cvm,47,2,0.4
subgaussian,10,3,edivisive,47,1,0.0
subgaussian,10,3,ecf_cos,48,0,0.0
subgaussian,10,3,midast_ks,48,0,0.0
subgaussian,10,3,midast_cvm,48,3,0.6666666666666666
subgaussian,10,3,edivisive,48,0,0.0
subgaussian,10,3,ecf_cos,49,0,0.0
subgaussian,10,3,midast_ks,49,0,0.0
subgaussian,10,3,midast_cvm,49,3,0.3333333333333333
subgaussian,10,3,edivisive,49,0,0.0
subgaussian,10,3,ecf_cos,50,0,0.0
subgaussian,10,3,midast_ks,50,0,0.0
subgaussian,10,3,midast_cvm,50,2,0.4
subgaussian,10,3,edivisive,50,0,0.0
subgaussian,10,3,ecf_cos,51,0,0.0
subgaussian,10,3,midast_ks,51,0,0.0
subgaussian,10,3,midast_cvm,51,0,0.0
subgaussian,10,3,edivisive,51,0,0.0
subgaussian,10,3,ecf_cos,52,0,0.0
subgaussian,10,3,midast_ks,52,0,0.0
subgaussian,10,3,midast_cvm,52,2,0.0
subgaussian,10,3,edivisive,52,0,0.0
subgaussian,10,3,ecf_cos,53,0,0.0
subgaussian,10,3,midast_ks,53,0,0.0
subgaussian,10,3,midast_cvm,53,5,0.7499999999999999
subgaussian,10,3,edivisive,53,0,0.0
subgaussian,10,3,ecf_cos,54,0,0.0
subgaussian,10,3,midast_ks,54,0,0.0
subgaussian,10,3,midast_cvm,54,1,0.5
subgaussian,10,3,edivisive,54,1,0.0
subgaussian,10,3,ecf_cos,55,0,0.0
